,scores
4714,-449.411672768979
4715,-127.95599439070128
4716,-248.72329375616135
4717,-241.77551435519865
4718,-397.2767085983338
4719,-128.65315595900637
4720,-382.42659728736777
4721,-127.72427419219001
4722,-3.059153992080011
4723,-457.2893472574256
4724,-128.01747846779932
4725,-132.09713383353977
4726,-130.13145949551324
4727,-256.4247929855899
4728,-128.59884831571338
4729,-132.9963069523855
4730,-130.31957521278952
4731,-255.74052031293127
4732,-248.17697741920563
4733,-128.9675349884875
4734,-256.8276907703317
4735,-256.4606620814415
4736,-428.30580346768437
4737,-263.4019558450644
4738,-128.97426907738614
4739,-398.8683952170163
4740,-618.6102529971457
4741,-130.84401748943395
4742,-130.14099734569214
4743,-436.5056551366838
4744,-393.6641033905927
4745,-259.7122194768986
4746,-248.9365645687351
4747,-126.980222683429
4748,-0.9205563238461131
4749,-385.9338924628635
4750,-494.61712590383735
4751,-255.55654433769413
4752,-134.58004791818314
4753,-0.6918122114190488
4754,-125.58556098793092
4755,-253.1356206707371
4756,-1.4901036109487216
4757,-128.64276995586144
4758,-127.84421015765648
4759,-1.1559587078501505
4760,-256.3950174096462
4761,-130.06510907306375
4762,-396.5145978981435
4763,-129.63357597303667
4764,-282.7420827927683
4765,-417.0499022660015
4766,-128.39878355088723
4767,-130.5097547023003
4768,-128.10759506924913
4769,-250.89388890026072
4770,-1.5941528197909287
4771,-261.20970025039367
4772,-260.1701566161905
4773,-379.4161584999624
4774,-128.70128154733774
4775,-260.99327122327963
4776,-2.3298346959893252
4777,-127.03428284091194
4778,-267.0851780956423
4779,-128.67735870287092
4780,-268.83765302033424
4781,-128.71201632900912
4782,-2.525461893024575
4783,-127.77161341781365
4784,-128.87848436516097
4785,-263.3024897927762
4786,-0.8777517519676601
4787,-127.59134765888734
4788,-131.4029248132804
4789,-247.58482493687782
4790,-0.8924867963868889
4791,-342.2779062036889
4792,-129.7023050933815
4793,-255.99175471767137
4794,-126.8080934961907
4795,-126.55029623814997
4796,-128.5458824264791
4797,-259.8988824151161
4798,-256.85951712613036
4799,-247.94564048863006
4800,-130.13388163412813
4801,-127.52417684836625
4802,-388.25600833147786
4803,-128.90409214308357
4804,-258.2252698725392
4805,-129.44911761269015
4806,-128.0462517468105
4807,-135.95751899365453
4808,-129.686789832135
4809,-1.8979577555853802
4810,-375.00595720067463
4811,-263.28884968911234
4812,-259.2315193297191
4813,-251.7653853022733
4814,-464.4124013407479
4815,-128.84015306296845
4816,-378.2146131206706
4817,-270.1373580962155
4818,-259.6053677703926
4819,-128.55268617270787
4820,-130.9241712120267
4821,-249.1999295377291
4822,-262.991108491488
4823,-128.03807320159186
4824,-0.8794210760721981
4825,-125.85120375482605
4826,-130.99857465416244
4827,-401.40040461072226
4828,-0.8251385499124072
4829,-265.42641395634024
4830,-416.4370795516831
4831,-457.9839735496887
4832,-1.4868501392114308
4833,-291.4907837041682
4834,-241.43907840376994
4835,-131.4184792843292
4836,-1.3029141138536704
4837,-129.37877574045828
4838,-567.3306803933233
4839,-129.69899015076462
4840,-128.54221840263065
4841,-364.94345290252016
4842,-366.2505936785254
4843,-259.55156177510315
4844,-130.57586638576268
4845,-130.79701673403395
4846,-250.02242812291664
4847,-0.9638165293521919
4848,-130.69449296700017
4849,-0.8124707540920743
4850,-414.5764820308472
4851,-427.7174269295987
4852,-249.908011453955
4853,-0.7827012942662068
4854,-372.6257310820683
4855,-264.34742472674276
4856,-126.97905819870824
4857,-129.93628537881958
4858,-129.91914312493194
4859,-127.90646976783037
4860,-126.46204583932575
4861,-124.9541419307357
4862,-258.4161945893031
4863,-0.7222367871445482
4864,-273.49040919498384
4865,-384.3002621908599
4866,-128.19189921001885
4867,-404.39412669670384
4868,-127.51701355275415
4869,-129.41360397950035
4870,-128.96031299968286
4871,-303.42339068520835
4872,-130.33708509495003
4873,-129.3737719662983
4874,-127.11832348214207
4875,-127.49195264421995
4876,-256.90623378570257
4877,-257.44774812189746
4878,-126.82780336868115
4879,-134.42327992175038
4880,-262.340614728354
4881,-130.6061219739482
4882,-129.7051655231856
4883,-420.7082028892499
4884,-246.9396594421139
4885,-254.0861034325952
4886,-267.1862772111189
4887,-129.06147736291993
4888,-242.18796515625877
4889,-4.218540892339892
4890,-125.50653670405829
4891,-128.03135185226938
4892,-260.5182136652764
4893,-126.39513545371615
4894,-441.89037386421745
4895,-281.6840446040465
4896,-266.3910961345908
4897,-131.43000623816025
4898,-1.5323590041165893
4899,-127.93483964737463
4900,-127.6350238313498
4901,-131.4195114530396
4902,-127.6582359998424
4903,-260.61233055581994
4904,-370.0286361521245
4905,-391.5198228274741
4906,-129.62784783055903
4907,-242.85873814887879
4908,-249.40417125287962
4909,-255.4992755605334
4910,-126.75038632052774
4911,-130.92973735325094
4912,-129.42877816547602
4913,-128.6986867803673
4914,-413.42467687015386
4915,-470.2927905791217
4916,-255.1945635606722
4917,-126.24938149028587
4918,-245.15600330289155
4919,-375.91645911015956
4920,-397.9283259220163
4921,-370.4744046675508
4922,-132.08054990695095
4923,-412.2723736053952
4924,-1.4071558261202253
4925,-246.43286564120038
4926,-130.41914041533016
4927,-135.65149074676575
4928,-259.37495580885974
4929,-0.7400070349490465
4930,-132.71133530986978
4931,-258.2715920996047
4932,-130.011697102195
4933,-129.23013843736427
4934,-258.3913794901656
4935,-251.9330693208417
4936,-408.7424754668167
4937,-130.53273990529448
4938,-260.230650683795
4939,-256.9451226826975
4940,-0.5818176868081498
4941,-365.3656208427451
4942,-128.0836348717886
4943,-259.96632936140867
4944,-254.89143007573978
4945,-261.0997293618699
4946,-377.4647941018481
4947,-127.48211095327787
4948,-0.9600975425611374
4949,-420.2268106471179
4950,-127.93935790091506
4951,-132.26584762207563
4952,-268.13310005797763
4953,-126.87595783313793
4954,-259.97351833202526
4955,-126.73056753013836
4956,-132.50238210039743
4957,-253.97270788764462
4958,-124.11811056297631
4959,-130.44696371027453
4960,-128.23765327833544
4961,-131.49797070766772
4962,-128.9400139128149
4963,-126.01649025659535
4964,-128.71843232165605
4965,-393.0772734762065
4966,-265.5559810436597
4967,-258.9607086354472
4968,-267.6103378716242
4969,-128.3813521542502
4970,-264.38343725146785
4971,-130.6235042058331
4972,-126.84832774649121
4973,-129.64865022991586
4974,-128.45557187613306
4975,-132.33752339991565
4976,-436.95084272384366
4977,-258.8239344552042
4978,-132.8077097453182
4979,-130.53210798282734
4980,-268.07925876307047
4981,-129.11951884914146
4982,-440.7496350046336
4983,-129.6070653712598
4984,-255.07059998052452
4985,-268.5866608266528
4986,-127.20871343660723
4987,-1.396049122921125
4988,-381.3989726529841
4989,-375.33885586929847
4990,-126.42310389295986
4991,-128.26171154201128
4992,-0.576665497346342
4993,-129.18649645422028
4994,-258.9640170557654
4995,-127.52682491857844
4996,-271.85469441831054
4997,-130.12405326856646
4998,-125.70546405712768
4999,-126.24340644388191
5000,-0.5576983354745907
5001,-251.89188946913933
5002,-1.8922662264160799
5003,-406.83444713674123
5004,-423.40700169508324
5005,-556.4753924315257
5006,-0.6067386062221053
5007,-257.20142301966683
5008,-261.1162364572277
5009,-126.4117246212978
5010,-372.4026444165175
5011,-127.09795585260505
5012,-246.2909589966493
5013,-245.60215199156437
5014,-130.83847882986896
5015,-126.76698382915674
5016,-263.32039203914206
5017,-133.62942003012333
5018,-128.84196503083604
5019,-271.3912271862456
5020,-250.8979691793117
5021,-132.57288350041145
5022,-257.37229691346243
5023,-128.40911733411835
5024,-266.5473117501188
5025,-126.34290985401846
5026,-130.88351115028533
5027,-1.1013300013877307
5028,-402.1417294228667
5029,-368.5313391191994
5030,-128.3866555763528
5031,-128.12248225695953
5032,-127.22802000474218
5033,-396.47302182229635
5034,-325.08879751611397
5035,-256.309555756544
5036,-127.59340535710612
5037,-129.14394784517498
5038,-129.76192520646052
5039,-257.9826046698302
5040,-130.29162552370232
5041,-249.63273972536166
5042,-418.3848705002175
5043,-2.634842485314578
5044,-129.08091123531156
5045,-128.14181072476345
5046,-257.53298111020615
5047,-395.0730178389457
5048,-132.0098886189229
5049,-130.3813164881937
5050,-1.8826116800736963
5051,-249.41114403186964
5052,-375.57079487868333
5053,-128.1543007780983
5054,-245.86956523051768
5055,-382.50929335485495
5056,-129.5943723557624
5057,-130.2952121484568
5058,-390.21318535807455
5059,-126.9230674756361
5060,-129.9314858449738
5061,-254.5992435133975
5062,-263.9747772434968
5063,-264.74046395798183
5064,-129.88037856288344
5065,-362.30924968062396
5066,-126.8246734044694
5067,-242.12072711093066
5068,-406.557518528682
5069,-130.45760733236156
5070,-262.1413235511896
5071,-0.5680200187910415
5072,-127.81249036818426
5073,-387.0739523659883
5074,-131.7596482023639
5075,-418.7426412537258
5076,-131.21374530231375
5077,-127.84564520619561
5078,-127.75775672230165
5079,-244.44403344681984
5080,-128.36505666341705
5081,-124.41597324388032
5082,-127.91979592156727
5083,-363.34598503814976
5084,-130.8387048688368
5085,-126.37873026552312
5086,-126.1908715531546
5087,-365.2644462685714
5088,-128.7313775568472
5089,-129.14845989919414
5090,-242.2037285274574
5091,-1.0884552474309566
5092,-127.3540003908348
5093,-131.59188287091345
5094,-125.37351475497934
5095,-243.7468612447497
5096,-125.6192920263768
5097,-128.6050073308324
5098,-125.79812313077566
5099,-382.8581897663491
5100,-0.5489251472596336
5101,-245.40910988635963
5102,-134.34031472372263
5103,-363.01824799459666
5104,-125.64825643897508
5105,-133.67343116637207
5106,-250.23713572156453
5107,-344.3930661398334
5108,-127.09602541149118
5109,-482.24105106400134
5110,-512.7566357626052
5111,-361.7321847427821
5112,-129.31885552167947
5113,-128.9562627592599
5114,-253.03752260703232
5115,-395.5927921211612
5116,-298.2307838527219
5117,-130.28262769103415
5118,-130.18345081183006
5119,-248.58163893199279
5120,-254.32643188381917
5121,-126.9992445331862
5122,-270.58131800446705
5123,-127.7117865799166
5124,-0.532845167836804
5125,-394.27243031888526
5126,-127.87884593934689
5127,-0.8984521554549856
5128,-128.74778125989886
5129,-131.04094649041514
5130,-373.9537315640752
5131,-245.4319344067169
5132,-453.32328958967753
5133,-254.08613289858226
5134,-247.68523074716708
5135,-247.21524376809774
5136,-475.34100258817836
5137,-248.35480761331826
5138,-404.7082023659316
5139,-0.7057510081410723
5140,-1.5523433575047296
5141,-126.77693507890748
5142,-246.90867697594217
5143,-390.1512158821436
5144,-133.8266911603556
5145,-129.73474375659234
5146,-248.3861141738888
5147,-375.75716440181213
5148,-129.2714354375717
5149,-126.61974933961051
5150,-0.5417804025037734
5151,-390.4856294101516
5152,-481.8445423746564
5153,-263.30724937832565
5154,-126.4179265048311
5155,-131.03034571468163
5156,-246.58118318191873
5157,-129.4277560643753
5158,-260.0062298891966
5159,-377.5351589467168
5160,-397.6338343681053
5161,-253.6827943012503
5162,-255.0451045652765
5163,-384.9534521605869
5164,-382.35054014353597
5165,-274.5560362840598
5166,-372.85057482752245
5167,-132.70402556736784
5168,-252.8557576357612
5169,-129.05413060063898
5170,-129.77195714551604
5171,-257.2105693771373
5172,-256.40319105396964
5173,-128.26789419303051
5174,-405.08530661323476
5175,-135.1876717023002
5176,-127.05211275170663
5177,-243.88900961198976
5178,-4.04619454451263
5179,-256.2804281740046
5180,-129.84879124946727
5181,-251.40892442195965
5182,-261.1977111901724
5183,-128.79192948156742
5184,-263.80769358765156
5185,-0.8949079128113562
5186,-0.9797160121848927
5187,-131.30129772593932
5188,-127.24035367827591
5189,-477.9327071885602
5190,-128.7275578527289
5191,-126.25642274564703
5192,-253.2229689276714
5193,-131.47260489013541
5194,-129.338626422716
5195,-351.42985740302373
5196,-0.9638114918281445
5197,-131.34559819022758
5198,-0.9606570544487834
5199,-130.8772060257477
5200,-467.05054461297806
5201,-321.34248138196654
5202,-128.64955107146355
5203,-490.4265766190427
5204,-135.71486449439095
5205,-1.3097611351829874
5206,-131.04357334969376
5207,-262.95131585721464
5208,-126.34149251661107
5209,-127.94796687755304
5210,-272.16488368686447
5211,-249.86571528838763
5212,-126.69420658423496
5213,-267.03283926210815
5214,-456.3909464637308
5215,-2.109990831381375
5216,-261.93230033608705
5217,-431.76895738121726
5218,-248.14771691840357
5219,-129.94782231166357
5220,-127.23817045469359
5221,-131.16840529587546
5222,-126.31404112937724
5223,-125.18950038798366
5224,-381.54306825174666
5225,-254.5698690750778
5226,-256.7652017573752
5227,-399.9830977172707
5228,-128.54342682363148
5229,-476.9182937995916
5230,-134.99395954186204
5231,-244.89520826616473
5232,-428.52596282381785
5233,-259.72406309884326
5234,-128.23637326072622
5235,-250.3233438522479
5236,-0.5725786253845815
5237,-128.7083328852796
5238,-463.5277910927314
5239,-407.4361712994225
5240,-128.03544138895822
5241,-0.5606962278516265
5242,-129.90257430087877
5243,-127.28193826046856
5244,-241.0891582767493
5245,-262.42892705786034
5246,-253.7728689384319
5247,-406.4155792425417
5248,-256.9827177547812
5249,-129.659408855442
5250,-255.50848394311592
5251,-253.35152042068162
5252,-257.09205412444044
5253,-262.316839013114
5254,-252.26553824184245
5255,-127.92705348083645
5256,-129.1619203200418
5257,-133.6800970273691
5258,-128.363442293925
5259,-128.23480922509566
5260,-135.757137552882
5261,-127.57915566836247
5262,-131.7953869766592
5263,-126.86480890670529
5264,-125.81887318731715
5265,-260.6912180879805
5266,-127.85388012310696
5267,-257.60695810492865
5268,-500.5282943839064
5269,-125.36695554522863
5270,-256.3560967447492
5271,-128.17365999633512
5272,-411.8906103359787
5273,-1.9973625818888394
5274,-128.98997289118742
5275,-1.8843079051067326
5276,-253.75183590166918
5277,-316.8766293774051
5278,-0.8285161345898164
5279,-377.79365044618055
5280,-129.7772483560367
5281,-129.5009683082306
5282,-511.3110601372031
5283,-125.48807171675203
5284,-126.79324201404718
5285,-2.265362570847718
5286,-249.13589160872144
5287,-0.6009796928766712
5288,-251.65159563460918
5289,-0.6942741517976833
5290,-370.1428040467729
5291,-130.06645522262806
5292,-372.92646404583456
5293,-253.43980277275386
5294,-1.2218036887013757
5295,-128.97517902074617
5296,-128.1330661490482
5297,-374.79128195733017
5298,-126.90744815142747
5299,-128.3342216939951
5300,-131.56548945686677
5301,-254.11511739194097
5302,-131.79177066814347
5303,-128.14385046384868
5304,-361.69650506953536
5305,-130.0008239736794
5306,-406.1631256759115
5307,-130.6430752996272
5308,-127.74148946202429
5309,-404.1422456024848
5310,-394.05299260336284
5311,-129.29964519190327
5312,-2.591739703159171
5313,-126.11207244450527
5314,-372.2517523499143
5315,-255.32769983155083
5316,-130.38385040176786
5317,-419.2976408515113
5318,-128.39796837439735
5319,-0.6034895247741515
5320,-133.11991169458986
5321,-424.76910985473626
5322,-406.9160546206355
5323,-357.4534340673974
5324,-125.99908084521047
5325,-255.74716610508497
5326,-267.2239827122004
5327,-261.2740096004752
5328,-131.36924642913962
5329,-393.33648139235856
5330,-399.41507613311734
5331,-130.264709587805
5332,-364.94230497021726
5333,-127.358253570296
5334,-130.85896570961555
5335,-128.16474750191043
5336,-0.5408406254972007
5337,-127.57716109661285
5338,-250.76939448514278
5339,-312.86380340324223
5340,-0.8069274408358412
5341,-473.8886270726338
5342,-128.72939496639052
5343,-247.12401720883622
5344,-1.675148964827021
5345,-260.0371280513914
5346,-0.47895455500119677
5347,-132.51591821240936
5348,-1.0973803277801852
5349,-258.5455952064317
5350,-129.40915114098055
5351,-381.6938259243791
5352,-122.89636800870448
5353,-274.16610477338367
5354,-128.5448761277628
5355,-259.0033245621334
5356,-261.49937773264537
5357,-128.8895502309673
5358,-127.95510743255386
5359,-366.66150373807955
5360,-128.46542764907343
5361,-337.51738997162846
5362,-127.46826896862662
5363,-126.26897735912218
5364,-259.12982137368385
5365,-126.98394344070368
5366,-241.7061674195952
5367,-0.7353938722817783
5368,-131.5216363542496
5369,-136.1743220927484
5370,-252.69082019492282
5371,-370.62424241498496
5372,-273.69261720744333
5373,-128.4567321997107
5374,-249.982461245957
5375,-0.6607884718327446
5376,-402.8612144400258
5377,-127.30924518199319
5378,-263.4914248513026
5379,-262.5090282927603
5380,-269.63651778829416
5381,-388.05861333763653
5382,-129.09712268762817
5383,-284.4835949773052
5384,-130.46640503399038
5385,-418.2212414663288
5386,-127.30756084544976
5387,-127.43130209593883
5388,-373.33823462453046
5389,-405.1517003544647
5390,-266.39038614394906
5391,-124.42668194672008
5392,-398.55566114678516
5393,-125.91847159108876
5394,-129.48977709679815
5395,-125.46601911966445
5396,-264.8840964474156
5397,-123.59335078857772
5398,-132.94858265279962
5399,-261.2882988474279
5400,-249.50384167988878
5401,-127.81444144720444
5402,-131.96381392336636
5403,-127.4419960277197
5404,-311.0728864346538
5405,-248.60293662530802
5406,-126.18582291695967
5407,-253.05459622402893
5408,-263.34137843222913
5409,-259.10869659230667
5410,-129.29123203315
5411,-1.3552636963608535
5412,-126.19986169586436
5413,-378.75044265503277
5414,-126.98904504056182
5415,-255.52356568752572
5416,-483.76472486445385
5417,-239.10295720523374
5418,-258.4152655497774
5419,-395.99108089421577
5420,-128.73567664334553
5421,-128.89931607107545
5422,-127.4882319849949
5423,-126.2242505958984
5424,-1.680669988120258
5425,-126.81385509030493
5426,-246.6703773959306
5427,-125.30652400309357
5428,-376.24944564725945
5429,-126.29563751977749
5430,-373.7683380183408
5431,-129.2515451013263
5432,-366.01417819230596
5433,-130.52922106736182
5434,-128.6250382467248
5435,-130.54781523960835
5436,-425.8903674255819
5437,-0.6775250221104769
5438,-383.99483213963936
5439,-128.91483272792183
5440,-128.64391136043324
5441,-127.08894493012012
5442,-128.56845015040886
5443,-378.3836235248459
5444,-367.1597123973606
5445,-130.58225088360464
5446,-264.4952447744842
5447,-1.1098645217863758
5448,-125.25089934387472
5449,-130.25672152480172
5450,-258.8656423165725
5451,-256.9546292506307
5452,-369.10972844408093
5453,-0.5124106081377715
5454,-489.2494732073903
5455,-130.55813821722202
5456,-129.86735340740637
5457,-362.336251288577
5458,-128.95854532808016
5459,-129.46767548583438
5460,-265.10129944062237
5461,-127.47677850843763
5462,-128.080941944937
5463,-266.04603744071375
5464,-248.1390182598157
5465,-2.531921726664129
5466,-128.27265235730496
5467,-133.70109344507748
5468,-445.30352185757243
5469,-259.6162884646213
5470,-248.66877985836922
5471,-262.03998193572505
5472,-1.4716152583465028
5473,-0.7809671741058944
5474,-127.93495375583159
5475,-0.5194715435843023
5476,-0.5610488987640528
5477,-246.37245410600244
5478,-0.8424355713117461
5479,-127.50797269908395
5480,-131.49280310490374
5481,-248.42291141334857
5482,-262.9769382561674
5483,-244.79798782242742
5484,-241.89991133782453
5485,-126.36353961044547
5486,-249.82170187569469
5487,-134.60224455436583
5488,-127.27791109496444
5489,-266.8700466839822
5490,-128.03863597016579
5491,-246.46467401226502
5492,-127.8969336775948
5493,-252.10395149854727
5494,-127.42577719851735
5495,-0.7687856876640461
5496,-413.2197915288604
5497,-129.6361098693842
5498,-128.72990540772057
5499,-243.67897602781727
5500,-0.5558086700764545
5501,-265.51380219187416
5502,-131.33388961637826
5503,-391.5550681850515
5504,-130.17394239490167
5505,-445.20055613134053
5506,-132.09324861615707
5507,-379.07592262340296
5508,-364.65339797474525
5509,-132.83160144448635
5510,-127.76883647368626
5511,-128.51175231265404
5512,-246.1191816916139
5513,-265.99730409592365
5514,-245.79578720023105
5515,-438.1197733800004
5516,-131.26009526430542
5517,-131.0860187490671
5518,-338.6340715593305
5519,-129.93736787378
5520,-0.7370764817606738
5521,-0.6361636082158536
5522,-125.8961700407265
5523,-129.78383286432867
5524,-413.75190742153603
5525,-255.32670133540066
5526,-425.52826922516454
5527,-260.9446587866089
5528,-365.92809313103
5529,-251.55426134580614
5530,-406.30454891030405
5531,-391.034583254996
5532,-127.63945046851816
5533,-373.9324283186147
5534,-123.63655311687457
5535,-0.5404248927522256
5536,-396.206519931047
5537,-0.7854847222525804
5538,-378.1513414887046
5539,-263.2207970506703
5540,-128.7159401145867
5541,-0.6171670014732324
5542,-272.5026687845444
5543,-127.91755492737181
5544,-127.73840040590571
5545,-264.29174194957255
5546,-443.1398469964159
5547,-2.289134901719955
5548,-279.7782384923144
5549,-260.6359210973259
5550,-129.7638287934335
5551,-431.7662818470045
5552,-259.04147816484067
5553,-1.0247373673167783
5554,-129.2538079874373
5555,-260.9678511859468
5556,-397.1696946482375
5557,-130.6197850431033
5558,-129.31654080033607
5559,-475.6139050492198
5560,-366.27117211008874
5561,-128.68939934986383
5562,-126.5399270628881
5563,-371.2918568037665
5564,-127.94941108875427
5565,-255.71805784755767
5566,-481.61789445364934
5567,-371.68092205626937
5568,-128.03199317393035
5569,-244.93043232408863
5570,-126.26387894108146
5571,-260.5203467433629
5572,-413.2334321069618
5573,-129.34262861160101
5574,-128.52082852738758
5575,-129.89469098890044
5576,-414.39460186825704
5577,-129.80400618880523
5578,-128.88936262760956
5579,-129.33891484599107
5580,-2.1921648104673217
5581,-127.2349689663506
5582,-243.71951885574958
5583,-261.205742160003
5584,-1.8925704119530828
5585,-130.05285374369822
5586,-357.4717598088018
5587,-258.7469457786412
5588,-253.05137579222577
5589,-265.5267513810211
5590,-132.32544679012736
5591,-129.55499488263868
5592,-378.9112081980823
5593,-381.38066208271135
5594,-247.16661222590983
5595,-128.67369476823828
5596,-254.75036483292408
5597,-130.1639382762052
5598,-239.28021264887496
5599,-0.9445564118714652
5600,-378.8684328155928
5601,-134.24886119019104
5602,-377.93231278042924
5603,-127.34102612331398
5604,-129.44064078741388
5605,-433.3639105809256
5606,-129.76254573037235
5607,-370.6533979405377
5608,-126.68284785368971
5609,-129.09819282770212
5610,-0.7053696284698037
5611,-131.96698828118886
5612,-257.1662576932743
5613,-130.06058191466178
5614,-371.88784943609636
5615,-402.9870035368454
5616,-388.0519977131736
5617,-129.65329062372652
5618,-1.6554532849933439
5619,-256.6011262201821
5620,-246.69492687861154
5621,-127.2158051153926
5622,-263.25319477680694
5623,-0.9076490326138554
5624,-123.47852905619509
5625,-260.2532083925408
5626,-0.8426440913872499
5627,-129.15971062032733
5628,-420.35978008358956
5629,-124.90550135680515
5630,-133.28807445750678
5631,-366.70265461385026
5632,-129.13125089822663
5633,-253.03877498604444
5634,-128.3003940387793
5635,-128.5679384264234
5636,-250.37161188383382
5637,-128.5448062976496
5638,-372.64626621419006
5639,-264.5862210461026
5640,-130.72763097542614
5641,-260.6703329611038
5642,-273.1043298518573
5643,-259.0181994245398
5644,-260.8307164026361
5645,-255.31127831697327
5646,-128.12332980458018
5647,-362.91982088785903
5648,-259.33067707546223
5649,-268.78174718807225
5650,-128.67067175839838
5651,-129.48677424465183
5652,-130.36987817081132
5653,-130.41636558460183
5654,-0.6421116222549944
5655,-1.2161191840357861
5656,-257.5641243874918
5657,-264.86138098426585
5658,-130.4362237002002
5659,-266.5153584472523
5660,-0.6165017828568501
5661,-127.74709853915127
5662,-129.35031296842143
5663,-352.83207780734364
5664,-128.5179049194294
5665,-272.54174449551414
5666,-504.09171453644694
5667,-439.0205403665902
5668,-129.18433656069863
5669,-263.82403366061675
5670,-257.5980574635462
5671,-128.03831660981095
5672,-132.62352494180996
5673,-129.86856895884424
5674,-129.33292076510597
5675,-130.6286354092482
5676,-266.7805365755631
5677,-250.27308585941938
5678,-387.35165394999143
5679,-245.79799644432208
5680,-268.93485309283193
5681,-238.4313324510305
5682,-252.1317442623493
5683,-132.7718216070706
5684,-128.99086776267518
5685,-385.8779639750029
5686,-376.46623309793085
5687,-378.9528969103028
5688,-127.34816158588218
5689,-381.5740720211014
5690,-0.7042122433248315
5691,-0.7199670204566446
5692,-1.292376587384851
5693,-383.80119415416925
5694,-266.32553881264397
5695,-280.52448932838246
5696,-249.37677224245948
5697,-243.8127613613041
5698,-132.8736076245178
5699,-1.6242256234518488
5700,-243.07681326496984
5701,-128.2033399837553
5702,-405.1518945160968
5703,-1.3082062300347044
5704,-128.64509946873588
5705,-127.77130220702463
5706,-0.6708183235517825
5707,-325.36437945054246
5708,-252.47195879754932
5709,-258.8060525318926
5710,-265.75497074809823
5711,-128.89427654512355
5712,-127.97169072940517
5713,-263.4759457538079
5714,-128.36542804983782
5715,-128.9566483331089
5716,-258.2466661497909
5717,-370.53488873869026
5718,-340.73674987798154
5719,-253.0127527150373
5720,-129.64088073674654
5721,-386.0172688237566
5722,-125.60332106841824
5723,-257.16776668685367
5724,-404.6198773355645
5725,-349.930797358765
5726,-128.40417505441215
5727,-378.4293889078127
5728,-253.4161852759268
5729,-127.47347033387476
5730,-248.3221667846718
5731,-451.0600011289843
5732,-408.4725482271086
5733,-258.91641587546
5734,-263.72229297281257
5735,-129.39123350397094
5736,-132.89692959324105
5737,-374.13861696574423
5738,-382.9642912085731
5739,-127.62851657794621
5740,-129.47016954433084
5741,-269.87816737382553
5742,-127.48664183787635
5743,-1.5608293300748928
5744,-261.5974846084245
5745,-1.000247654165712
5746,-384.62554084813837
5747,-389.1910674432572
5748,-128.8058821299015
5749,-122.69102094711423
5750,-256.948771789616
5751,-129.25391692168273
5752,-248.08687964667078
5753,-127.82509964963845
5754,-0.6387873656992733
5755,-247.34303764442407
5756,-127.81087047387386
5757,-128.2043351511686
5758,-1.0132305494519769
5759,-128.59079477081323
5760,-130.29358547574176
5761,-0.6007696952792919
5762,-384.97197376416966
5763,-130.8190664517725
5764,-1.9052189993187925
5765,-260.5652382399982
5766,-0.7362934409154847
5767,-127.81178035379219
5768,-268.01137315080047
5769,-256.2902336834582
5770,-129.0039443990629
5771,-244.36892922018092
5772,-132.29375030720544
5773,-389.19247360543875
5774,-130.78094619135643
5775,-376.611990778688
5776,-0.7963215330071517
5777,-129.51302786857923
5778,-258.73019702675913
5779,-128.00604299409355
5780,-262.8838740404235
5781,-254.7641230441525
5782,-132.9239948635972
5783,-260.40887472234465
5784,-132.31620851234015
5785,-395.41799931471456
5786,-260.55314640420585
5787,-1.8931073799458467
5788,-259.4915602724341
5789,-128.27583388925757
5790,-376.3554060571884
5791,-129.71525445372288
5792,-253.1300271513437
5793,-265.0006633975474
5794,-127.5741246742089
5795,-1.1691398470861305
5796,-470.0555530075785
5797,-257.9484022898502
5798,-241.32973010839697
5799,-123.95115165722231
5800,-127.20301204385143
5801,-242.6365214910624
5802,-375.0758244991297
5803,-253.81908770268257
5804,-246.51674623053637
5805,-0.6471094601817775
5806,-384.1305450025148
5807,-494.8587387527855
5808,-441.31374321089237
5809,-1.4118570640655914
5810,-255.11823926195893
5811,-132.6160437616054
5812,-381.21716294589936
5813,-128.71716442977572
5814,-127.40898920474677
5815,-131.6268688453805
5816,-128.8693049716137
5817,-375.90859982075006
5818,-274.2186730177598
5819,-125.41384460844586
5820,-128.81672843638094
5821,-288.53539344295416
5822,-1.4703415363331453
5823,-258.31796072242986
5824,-128.95266815617182
5825,-129.19383511281347
5826,-127.33319088703033
5827,-130.68872544068788
5828,-256.1877811540523
5829,-126.48257845393124
5830,-264.7788675917222
5831,-361.9761770124857
5832,-128.10041081482376
5833,-129.0971232845154
5834,-129.10537524706214
5835,-126.56346501243979
5836,-250.4529893075199
5837,-257.17311298357043
5838,-248.0182722608268
5839,-127.74958389783052
5840,-426.89849916068846
5841,-258.19200127765816
5842,-126.20426507592978
5843,-1.217170701785889
5844,-271.3682786925325
5845,-130.71401409071473
5846,-258.7607786938306
5847,-134.17069071802146
5848,-130.31007835417287
5849,-131.10904297702155
5850,-0.9613997509827019
5851,-132.76350224839217
5852,-127.13608150054338
5853,-453.7718652548525
5854,-131.14832594709486
5855,-340.92723938257296
5856,-126.03790346483757
5857,-131.9466193954863
5858,-437.7394330672062
5859,-265.5028699242997
5860,-132.17315546813677
5861,-129.2319632432269
5862,-261.1584216500745
5863,-128.78954890605198
5864,-245.24634857481584
5865,-267.78895604169094
5866,-286.28219465173
5867,-454.7894696380106
5868,-130.08137334249597
5869,-130.17621628284596
5870,-241.3561015336644
5871,-131.3125912193365
5872,-269.33968527374884
5873,-253.15767007509288
