,scores
1235,-131.0364432441416
1236,-264.2046825165317
1237,-256.74555483588125
1238,-132.44937282803124
1239,-130.54923571184145
1240,-258.6622512405418
1241,-395.3210646870098
1242,-131.993371929052
1243,-369.27740780892924
1244,-259.1860227963583
1245,-260.38052921039133
1246,-524.3071847718957
1247,-2.818357246702609
1248,-129.5442329714744
1249,-521.6826314823006
1250,-131.5518656443353
1251,-129.7736271853632
1252,-130.67149954208878
1253,-397.1018198323272
1254,-126.29997676018496
1255,-130.05595529832573
1256,-130.21272546954606
1257,-391.29136749873817
1258,-392.2633032171195
1259,-250.97520846872803
1260,-131.83625155695626
1261,-253.19062216026387
1262,-130.7527545213033
1263,-128.18769336572575
1264,-526.17352221999
1265,-128.42353841757838
1266,-129.74320461977226
1267,-504.8247506592948
1268,-253.40500210807477
1269,-411.8172710863022
1270,-131.15297724854776
1271,-126.79771010710749
1272,-1.0999783924294646
1273,-263.9858610718146
1274,-129.3961290588378
1275,-379.41670818494913
1276,-132.49251339035837
1277,-130.59352038179165
1278,-392.13136993608686
1279,-131.64620228457838
1280,-258.24291078647394
1281,-250.19708407261706
1282,-0.8258111419113333
1283,-406.37680815455093
1284,-395.32021360520895
1285,-516.6162743068642
1286,-125.67136970989668
1287,-129.41042865413425
1288,-270.48479836210674
1289,-498.64631957126494
1290,-396.8575721838546
1291,-377.2357977506236
1292,-130.45263716775494
1293,-263.49770087765364
1294,-265.8860046934974
1295,-263.08451573952607
1296,-258.00676869512773
1297,-262.2713545167972
1298,-129.6755693776632
1299,-392.17653410545313
1300,-132.43538307511506
1301,-130.41726847014223
1302,-129.6753642802466
1303,-130.46796074247666
1304,-387.3531694961806
1305,-131.6137071738344
1306,-262.16031842982414
1307,-125.97268976919716
1308,-259.08226509818485
1309,-261.4123355833812
1310,-388.9115203055417
1311,-254.92973621803202
1312,-256.59558081584896
1313,-130.7659427376554
1314,-129.33777212740947
1315,-259.5252495261434
1316,-521.831111417551
1317,-555.7944113445799
1318,-129.734379690686
1319,-1.2927832203128935
1320,-1.2337235521170296
1321,-401.04254116501835
1322,-452.51224351833525
1323,-265.4949423378908
1324,-132.76989202207707
1325,-126.89911967113527
1326,-260.10125157606205
1327,-127.98492405936916
1328,-254.29985635053745
1329,-1.492871292347333
1330,-268.54848514606033
1331,-512.8435364540367
1332,-387.50027391448987
1333,-131.9247470887586
1334,-400.03116023669577
1335,-375.8308351883715
1336,-271.7450960167518
1337,-129.33296648403905
1338,-128.71680652256848
1339,-258.40444553611184
1340,-128.51415792412303
1341,-127.10543641320692
1342,-398.72020467201367
1343,-524.3090587562973
1344,-128.8258656116856
1345,-506.8391941512534
1346,-264.9680195300617
1347,-129.19124292059223
1348,-130.86796190086952
1349,-259.90699444138073
1350,-128.98333238077998
1351,-0.8105893364081378
1352,-127.45024879176174
1353,-784.5379780665362
1354,-264.39031531572317
1355,-1.174867006719556
1356,-268.5403099391095
1357,-255.6085106308056
1358,-273.3240907856621
1359,-417.96066659468323
1360,-129.64931333092184
1361,-132.98044763729908
1362,-256.9499609804267
1363,-255.6278259559683
1364,-378.0932505952902
1365,-258.77715442428536
1366,-129.35772327355434
1367,-507.6421126923954
1368,-396.59927948252783
1369,-523.9381932007384
1370,-258.7630560541555
1371,-261.6765467970405
1372,-388.4714504180979
1373,-261.9392182705534
1374,-128.40279606623554
1375,-389.95447023527083
1376,-305.1165105436371
1377,-264.5906596223189
1378,-248.84191802636326
1379,-2.692383702739751
1380,-406.1085583367129
1381,-132.10362658225307
1382,-128.2761795293024
1383,-258.3357778952494
1384,-398.8939251961566
1385,-134.16746961642036
1386,-393.3586322462619
1387,-134.16295441618257
1388,-1.263109383377416
1389,-129.7179796739811
1390,-252.7523471822079
1391,-521.3710407430406
1392,-2.063985375491543
1393,-130.16609885791638
1394,-129.92629319008452
1395,-401.05628355445833
1396,-260.4097440036445
1397,-514.1101711162681
1398,-0.7456385524963767
1399,-253.053133546653
1400,-130.09207987493687
1401,-261.74367246255264
1402,-267.73452089580036
1403,-405.3920132007985
1404,-375.34163982639564
1405,-255.07313185808
1406,-297.13440381299597
1407,-128.9949623065182
1408,-259.3011216522862
1409,-129.46019574650387
1410,-128.3915988169457
1411,-268.61571871531623
1412,-133.54613874022147
1413,-128.57168364013702
1414,-391.7411451751356
1415,-129.7044224007882
1416,-131.2404030461506
1417,-516.4516387206689
1418,-268.3749210704848
1419,-258.40588960897026
1420,-253.8982105908135
1421,-133.02188344696725
1422,-130.30164399801473
1423,-385.9935782686344
1424,-129.27362661321226
1425,-917.5863400932568
1426,-126.06546889322196
1427,-258.39372439751446
1428,-0.8593723954699759
1429,-497.719983827522
1430,-0.5693508563713593
1431,-449.4609087262283
1432,-129.71207781683867
1433,-401.0736317852266
1434,-131.8710928294417
1435,-258.9155822892161
1436,-132.15383736194653
1437,-130.77353683388193
1438,-252.040151987719
1439,-390.2474798821662
1440,-262.60533974097086
1441,-258.56864695762715
1442,-386.9736759784876
1443,-129.37360828731877
1444,-127.79606175366048
1445,-257.6926105603009
1446,-263.0214163543397
1447,-130.12690219953612
1448,-128.80965284594745
1449,-444.24739279247615
1450,-542.0350262361234
1451,-1.242128347472356
1452,-133.95785336630436
1453,-502.3656569570067
1454,-2.569109402979235
1455,-128.70315315409238
1456,-130.89298558881273
1457,-129.23323000360855
1458,-129.92011876667033
1459,-409.0775571286448
1460,-129.02609924849742
1461,-435.79352329445015
1462,-128.78539221731162
1463,-264.1119638464895
1464,-427.25612402173516
1465,-261.62125687713694
1466,-0.7233777408660339
1467,-127.42618087517371
1468,-0.885456197911695
1469,-267.0810094001248
1470,-126.84331766057049
1471,-130.52225854199256
1472,-128.70542273590362
1473,-631.5007294681604
1474,-1.0397926919085594
1475,-129.86448744049278
1476,-127.53304593931873
1477,-129.32803806324162
1478,-259.34462808034345
1479,-130.6020867197682
1480,-129.92830410098327
1481,-1.3388860289694584
1482,-126.31635339545912
1483,-392.9591583007164
1484,-262.6413976276917
1485,-131.12806558782228
1486,-129.56252473899264
1487,-125.42312942842891
1488,-419.1176201036011
1489,-130.38149643421718
1490,-131.4566561176708
1491,-126.69185542218
1492,-259.15995634837867
1493,-131.5715356006557
1494,-366.5519754883159
1495,-131.79775913009067
1496,-131.41903622735134
1497,-360.93634711037913
1498,-393.81207012087094
1499,-130.97375899893893
1500,-1.7526183233666166
1501,-132.41286611299893
1502,-271.5861068325817
1503,-440.0212839784472
1504,-484.2739724936302
1505,-1.3533671165243535
1506,-0.6811578313420721
1507,-248.35267174834738
1508,-126.82724988153419
1509,-132.39647621004906
1510,-381.77010145916853
1511,-477.03763316231425
1512,-387.5492068534955
1513,-546.9489622185323
1514,-257.40703370311076
1515,-129.12658655560656
1516,-128.56845404238987
1517,-250.73416319517375
1518,-129.6038790402154
1519,-404.3036941084594
1520,-131.9619922317074
1521,-442.9587263499056
1522,-0.6090179985842575
1523,-257.69655666048266
1524,-402.3906312155105
1525,-129.30220220665356
1526,-445.40972256042613
1527,-130.2387869429669
1528,-247.95758009709536
1529,-256.0286792112996
1530,-131.43917386908873
1531,-544.5066536358713
1532,-253.19148665394968
1533,-265.5107459544816
1534,-129.9382109047805
1535,-266.42214464359637
1536,-263.19467717664105
1537,-130.64941188186714
1538,-135.31465628738152
1539,-129.6425926348834
1540,-131.75035779211416
1541,-1.049549597388711
1542,-385.7714737311985
1543,-1.0832386034190307
1544,-432.51509160102125
1545,-370.7531257353486
1546,-130.81087938981761
1547,-127.71680232188933
1548,-371.86354438565314
1549,-129.56595899714048
1550,-416.76250203054286
1551,-521.9784513552986
1552,-1.0977355495114625
1553,-130.04980804497836
1554,-379.1433799814489
1555,-255.91565039260365
1556,-369.71266504932834
1557,-129.33570880226085
1558,-130.3678171927771
1559,-1.4332801784601328
1560,-631.5787665490917
1561,-262.13729057749543
1562,-0.7968698906284853
1563,-384.68890821397554
1564,-389.3648201834203
1565,-254.73493606555778
1566,-126.35103590216181
1567,-130.55426612117682
1568,-127.59482620345072
1569,-129.76481449133829
1570,-132.08244487742775
1571,-255.6462444987388
1572,-128.12350128397242
1573,-257.32666342708524
1574,-252.92351251478132
1575,-382.70755349449394
1576,-127.7680042454301
1577,-3.029264097519621
1578,-0.8231590830805375
1579,-407.0401429359893
1580,-373.41037858833886
1581,-396.3151202184356
1582,-257.35123673381275
1583,-1.5171959703664584
1584,-130.7318797412352
1585,-129.48925870190646
1586,-130.74134519289538
1587,-129.832296248221
1588,-261.6388546459176
1589,-375.824504609878
1590,-261.4039246831116
1591,-0.6431772090986358
1592,-262.4425890303344
1593,-0.8153233776011717
1594,-268.534121692673
1595,-126.90962002459301
1596,-0.9990889678926803
1597,-548.223840272278
1598,-429.9734894455221
1599,-388.6827451634857
1600,-260.30162066348436
1601,-0.6673672012946422
1602,-256.1915598571768
1603,-379.9642577881416
1604,-131.29337789352962
1605,-263.68408712595283
1606,-129.26064002791514
1607,-260.2157995352744
1608,-128.90822247930095
1609,-1.469968844619513
1610,-446.40372081436874
1611,-249.37713723314437
1612,-0.8807636851306669
1613,-128.5938620996394
1614,-260.9852416958878
1615,-393.072329262476
1616,-382.65292236169483
1617,-372.6389918045895
1618,-407.8046291195035
1619,-377.1694582419255
1620,-500.7691300386658
1621,-403.06583664194494
1622,-1.304687294353709
1623,-406.0265844810579
1624,-131.30553641775333
1625,-391.2168786771133
1626,-254.78840513643664
1627,-262.84447045075063
1628,-376.11519164346726
1629,-386.6772203995444
1630,-128.86525817727355
1631,-3.1749331045626255
1632,-407.7136860677983
1633,-262.5630386035827
1634,-259.2875592636481
1635,-256.36327468448656
1636,-130.46801712582456
1637,-130.21429886297386
1638,-1.0067653060866728
1639,-254.1031964798529
1640,-254.0048446426067
1641,-377.3901634439517
1642,-257.7259188193353
1643,-128.82933402948706
1644,-127.62842048661356
1645,-252.41711676992892
1646,-256.70689002126574
1647,-125.7176317257699
1648,-126.65624801108815
1649,-266.0888274872703
1650,-126.38968498558926
1651,-272.70280478383256
1652,-268.2372254067138
1653,-258.21620556200855
1654,-424.9741547815999
1655,-543.9433787961339
1656,-805.0322639931134
1657,-266.6279909146871
1658,-129.1617832391472
1659,-523.8469123720334
1660,-408.470236782575
1661,-392.4580046743785
1662,-250.0509611344632
1663,-384.2747432848767
1664,-128.29076163642063
1665,-1.0050310976080141
1666,-129.30609800949392
1667,-0.8142636018430393
1668,-2.061996501623817
1669,-1.0158191016855347
1670,-391.2691254145674
1671,-125.30480013838388
1672,-0.8744570475783912
1673,-290.77223082829687
1674,-0.9888095819941065
1675,-373.1629139145645
1676,-131.82694311379888
1677,-397.87698352461507
1678,-539.8936273280236
1679,-0.8440532567229451
1680,-436.10469248364717
1681,-268.8973997643401
1682,-377.65438048152146
1683,-0.9684084227501442
1684,-126.69348418314839
1685,-542.8958259011612
1686,-129.42240970840535
1687,-128.21868987424295
1688,-129.625192979799
1689,-384.8997605206656
1690,-402.7631559009771
1691,-132.09650884231303
1692,-130.96139383381785
1693,-131.6468354713194
1694,-264.1815907776123
1695,-391.2817706820061
1696,-270.354629252709
1697,-3.0157851966977405
1698,-389.8237207120382
1699,-0.6067088880853081
1700,-246.00872176746435
1701,-125.8409298070934
1702,-397.14676994206
1703,-471.5787142897482
1704,-255.52771493012358
1705,-506.91788626797836
1706,-261.3634984763508
1707,-260.4610520177917
1708,-261.0928138275374
1709,-127.25224537611929
1710,-128.25051045380263
1711,-383.3575733330307
1712,-129.21891434709804
1713,-2.5755977499346403
1714,-128.91751732764013
1715,-1.3688273728040707
1716,-263.67571076580447
1717,-127.83666652428256
1718,-2.2309619607843443
1719,-262.0970581039981
1720,-388.3278557081041
1721,-375.069907893021
1722,-256.4818598696285
1723,-130.54690474085345
1724,-251.01208355081081
1725,-378.02802719014534
1726,-129.5974358249155
1727,-263.981167944097
1728,-654.0042095893446
1729,-133.0144252765546
1730,-644.7782085570163
1731,-257.32377596145227
1732,-382.92725155594906
1733,-132.5950456641708
1734,-285.771522608856
1735,-258.88393741872324
1736,-131.7178879567127
1737,-268.61298943948515
1738,-261.35598523021827
1739,-129.66366066405786
1740,-272.67678837511335
1741,-268.5382699414132
1742,-132.3180549589995
1743,-258.39260631035023
1744,-258.7015427205568
1745,-435.683733375416
1746,-124.89172358959033
1747,-533.305559273781
1748,-502.4033132211835
1749,-260.0723800755821
1750,-130.33090685705244
1751,-405.56809790702664
1752,-126.04730469887338
1753,-128.36237072236392
1754,-261.42713324987193
1755,-388.04919262427126
1756,-372.5275781978027
1757,-0.8509668238938342
1758,-128.73220037946672
1759,-130.2370834317965
1760,-252.034210636906
1761,-129.02791557528994
1762,-131.1269056284378
1763,-402.78421782951426
1764,-127.08699468608663
1765,-402.8153505554213
1766,-129.07020237132943
1767,-1.2662912579435144
1768,-259.50446854756814
1769,-258.31142003727325
1770,-263.588729532709
1771,-129.76058984980037
1772,-0.8973628418310178
1773,-128.99209569377408
1774,-0.6646604122038817
1775,-129.55760168227593
1776,-131.04360409041857
1777,-129.38215755963026
1778,-255.6891329866383
1779,-267.0990476898817
1780,-548.4919045838038
1781,-262.3824858105514
1782,-127.53786437061028
1783,-133.77048506702815
1784,-1.4268433326047725
1785,-262.2054068243968
1786,-126.0302219172199
1787,-1.093131202492082
1788,-256.485845919718
1789,-388.51890578564615
1790,-1.473207201356265
1791,-131.44984979531645
1792,-272.9460780604255
1793,-128.23469688893576
1794,-276.23389554928775
1795,-255.21011114111207
1796,-129.0580834001886
1797,-129.2563040618085
1798,-131.21003612181656
1799,-262.0473319557414
1800,-388.74941093892903
1801,-130.0707404679043
1802,-2.5357922805405364
1803,-127.45250439560539
1804,-269.4079401010892
1805,-131.20883906977753
1806,-400.4569986672096
1807,-0.5478946700126973
1808,-258.34642810593743
1809,-131.9782367351024
1810,-0.7433587633134583
1811,-268.31621501261526
1812,-258.0962315604244
1813,-244.50070897769206
1814,-393.1366339631214
1815,-0.6484431784373224
1816,-470.66026778294054
1817,-387.434667710864
1818,-131.87021155590807
1819,-1.0987828569904017
1820,-260.24156124032066
1821,-254.50226905972542
1822,-385.00948051340526
1823,-399.1222372776088
1824,-427.9398045447795
1825,-0.6353596525602437
1826,-127.20743000327613
1827,-128.91553633154626
1828,-2.282188720501071
1829,-0.8263006549695788
1830,-256.99588801095325
1831,-255.70859049647152
1832,-130.8542957007243
1833,-519.4624314596072
1834,-131.68914429386217
1835,-129.85564933517202
1836,-1.1756723996959444
1837,-260.97495573042255
1838,-252.3491914875391
1839,-259.9362969881202
1840,-380.95476642602745
1841,-265.9549129886484
1842,-254.1983510188815
1843,-0.9842328705159575
1844,-263.09188067257276
1845,-129.20214961043865
1846,-258.77129421918386
1847,-365.6304585859381
1848,-0.7206786805302063
1849,-254.32677484751386
1850,-268.8480838062175
1851,-380.4770256022302
1852,-261.38775115088765
1853,-267.7318766770204
1854,-261.7620082626919
1855,-495.49317914897074
1856,-400.2895938466342
1857,-384.09024969588097
1858,-367.99438101028096
1859,-0.7460318142183914
1860,-0.8836783430567168
1861,-124.89384442158779
1862,-128.70502493356372
1863,-134.1276300545606
1864,-130.70868896556533
1865,-420.3311569916745
1866,-262.5156098765354
1867,-260.4412718641214
1868,-390.0589015920027
1869,-129.10542062554558
1870,-128.818812782169
1871,-400.4541806669144
1872,-264.4873656352276
1873,-257.9672690268412
1874,-127.23573485070797
1875,-0.80011656941419
1876,-391.923239030684
1877,-131.08798003796196
1878,-268.45373992661274
1879,-282.6139303951062
1880,-130.67399720290626
1881,-252.47730258417448
1882,-128.98567158400562
1883,-128.33217164680372
1884,-129.3180760932164
1885,-129.49373325274308
1886,-131.01686724850873
1887,-251.57788244287372
1888,-128.0725898509815
1889,-504.13242236366625
1890,-477.09850472573254
1891,-126.91953473963412
1892,-522.7160003771579
1893,-371.94249275589897
1894,-251.4702249572484
1895,-0.6133066966191623
1896,-128.7418837148147
1897,-128.2453682123915
1898,-5.010223154331203
1899,-131.12867484512444
1900,-130.39427092394567
1901,-264.60101826155113
1902,-129.32222385742827
1903,-131.8209086266452
1904,-385.2351543630948
1905,-467.34221106846184
1906,-128.24612286803927
1907,-655.548017531834
1908,-131.30689093470212
1909,-269.68930335261194
1910,-269.7150693376835
1911,-419.47698928717057
1912,-270.0368400370045
1913,-271.2502030948964
1914,-377.940973631566
1915,-129.98045834738534
1916,-259.6523146674956
1917,-396.6718490140521
1918,-128.45283452900833
1919,-269.16413803817693
1920,-432.17631476074314
1921,-128.5716668257253
1922,-128.67145998732917
1923,-263.3100907114298
1924,-131.5403750531171
1925,-261.2820244941055
1926,-129.11317062648084
1927,-125.6914626199209
1928,-132.08000809494794
1929,-129.68649641079216
1930,-248.57056782698214
1931,-590.3071875269915
1932,-275.7521413356088
1933,-537.345479799835
1934,-126.22007990113745
1935,-248.68124459984963
1936,-400.86446014322684
1937,-284.3022526355848
1938,-132.73758296888093
1939,-131.18469176957558
1940,-374.140403432446
1941,-126.08181780648536
1942,-127.43674200162602
1943,-127.98815908195219
1944,-516.1489366180698
1945,-261.8169807692405
1946,-129.16059589444896
1947,-131.17514817852296
1948,-2.819778411178647
1949,-263.4885056404298
1950,-124.63886929027542
1951,-262.87601730742506
1952,-131.00763483912354
1953,-261.7625669983741
1954,-128.74738609042728
1955,-259.95527648088404
1956,-384.3162802467731
1957,-387.0245260248275
1958,-0.687985794974943
1959,-253.52156926093497
1960,-265.52101102668615
1961,-385.33763307952245
1962,-379.9307606203871
1963,-127.80773619046145
1964,-126.47797461142233
1965,-128.79563040110384
1966,-132.8980680223741
1967,-130.84232986687297
1968,-128.48269888095908
1969,-130.08335829433636
1970,-449.8919896399612
1971,-572.4392574794626
1972,-257.6762502173091
1973,-257.45093478531095
1974,-131.98158852508382
1975,-262.11942065688885
1976,-268.8135779152434
1977,-127.43162094679818
1978,-0.6060024058211325
1979,-125.2132441766987
1980,-132.34297992337238
1981,-1.0081179403161462
1982,-268.89344248485287
1983,-0.7529499057810635
1984,-0.995438877340152
1985,-258.5162852853072
1986,-127.74636675640345
1987,-129.58728566555456
1988,-255.37362233572244
1989,-247.09213989737194
1990,-0.6329395430850903
1991,-2.224022851384757
1992,-394.9060887703441
1993,-2.470662557201871
1994,-264.5052261757916
1995,-128.598502187897
1996,-129.22308251087318
1997,-128.21520501992367
1998,-125.6725882327576
1999,-129.4195162101199
2000,-499.0004705496259
2001,-363.8736795324247
2002,-130.7538425310593
2003,-256.21840502151696
2004,-1.2986753619627844
2005,-399.2932584532253
2006,-269.0160207535354
2007,-0.8448188014738006
2008,-130.58798570922673
2009,-127.88222753589739
2010,-0.7560161275678734
2011,-129.16166061851567
2012,-260.24605740096507
2013,-257.33044727893804
2014,-374.1897979039916
2015,-256.91324004449456
2016,-0.5858108344511468
2017,-129.53043481045628
2018,-403.46244403163894
2019,-1.078192675349204
2020,-0.7244434908999515
2021,-125.99399334217577
2022,-256.22537397824686
2023,-2.173938422436295
2024,-1.434713187206166
2025,-388.33982849915674
2026,-252.70317064152675
2027,-388.2014388353896
2028,-252.8759146965324
2029,-257.1225876139376
2030,-126.9021249178719
2031,-127.34144109707155
2032,-575.6961863383631
2033,-131.73579734110837
2034,-262.07124133444177
2035,-443.0530568925111
2036,-424.9455204374771
2037,-457.1351646734726
2038,-128.56049053257547
2039,-1.7397175095509383
2040,-1.1759360480995682
2041,-129.02703456460526
2042,-0.8394875101536103
2043,-375.8326637323107
2044,-261.9350803877969
2045,-399.65547288866975
2046,-257.59443907967193
2047,-133.44320408263738
2048,-259.2697722972629
2049,-130.01903726457672
2050,-265.22577132499885
2051,-258.55848610396544
2052,-130.20622848123048
2053,-264.1931500086111
2054,-124.75491676489104
2055,-399.1957449675187
2056,-257.7744862595612
2057,-461.34143960441
2058,-383.7527477768036
2059,-0.6164930487459965
2060,-259.0297694452792
2061,-392.204536732382
2062,-269.7560813943704
2063,-0.5504476654710713
2064,-0.8534392751236812
2065,-264.0330025645855
2066,-268.8435924580681
2067,-129.656274082429
2068,-130.79171556888122
2069,-377.9615920840825
2070,-249.45030980170264
2071,-259.61623711500766
2072,-398.4558703301408
2073,-128.76625672792002
2074,-256.3260421743925
2075,-126.97520790534624
2076,-419.20549600309835
2077,-387.69455518104996
2078,-421.35643552828316
2079,-0.7481303237782191
2080,-127.33483158165008
2081,-129.52840872474096
2082,-261.2227588843039
2083,-410.39549255400647
2084,-0.7773894801999716
2085,-131.02901200216326
2086,-398.1363168656691
2087,-130.36954170532996
2088,-246.85915439178717
2089,-128.64172940272593
2090,-393.10083937228626
2091,-266.815085066196
2092,-0.9719786650728376
2093,-246.25292311156448
2094,-255.63303231132463
2095,-127.17082801934986
2096,-130.8629033296246
2097,-264.6922750839696
2098,-535.0459597449338
2099,-451.00801595929255
2100,-126.43176358529189
2101,-128.6331167747735
2102,-271.62676303449683
2103,-126.88254883589138
2104,-261.49277173324833
2105,-132.51714133533056
2106,-430.2290510435754
2107,-132.60753077112983
2108,-128.60991522602774
2109,-254.78717066266165
2110,-0.8137347911606394
2111,-259.57212555704325
2112,-254.68770211164832
2113,-386.7911542833226
2114,-491.33945257208086
2115,-136.38357578814148
2116,-480.1939001703762
2117,-124.27084360590545
2118,-0.9089665380756451
2119,-128.96509029760284
2120,-255.44053812015855
2121,-2.0001497654311913
2122,-371.0702496442151
2123,-263.62854971988986
2124,-129.14836589802468
2125,-131.12149009632094
2126,-372.05775174714034
2127,-128.69433262154598
2128,-446.62572753860275
2129,-481.7305403024278
2130,-255.93934845181838
2131,-130.84105144421548
2132,-255.03291673106602
2133,-128.48864739495926
2134,-254.48757885087025
2135,-258.62072483529636
2136,-0.7204718689495965
2137,-537.5880166152597
2138,-252.4775519016451
2139,-129.41114572508602
2140,-261.6029343212683
2141,-128.2834589407276
2142,-398.66661854353646
2143,-133.25788552510164
2144,-378.62141597478814
2145,-271.92575223072384
2146,-481.67423846259095
2147,-255.18774025110793
2148,-0.7494335204557233
2149,-130.2651423250597
2150,-256.61753633050114
2151,-256.2591202229985
2152,-265.71021870358874
2153,-243.52394688674545
2154,-489.13132489894537
2155,-0.7638650024689585
2156,-130.91009554989168
2157,-481.45341711981047
2158,-538.7071666109963
2159,-0.9047772559840654
2160,-259.67696270583025
2161,-400.0156618461748
2162,-265.96022349401363
2163,-130.7683608530604
2164,-126.88689379092452
2165,-130.36113775487797
2166,-0.9694811361624582
2167,-0.4891820666645829
2168,-251.6583879677697
2169,-252.41748355645896
2170,-404.1568095022973
2171,-129.9200971629698
2172,-396.5617550800664
2173,-259.01349199372476
2174,-132.39739236185167
2175,-271.3915909333737
2176,-129.58857113685178
2177,-256.9008042076973
2178,-131.2417393496721
2179,-256.21736812552683
2180,-129.5017244411471
2181,-0.9202012616955421
2182,-130.04961807661357
2183,-127.44049905429398
2184,-130.67710506564995
2185,-0.9256827592192806
2186,-130.2912103751868
2187,-131.09816386066908
2188,-371.04199796135094
2189,-253.56855527839863
2190,-125.23464793691271
2191,-262.150562323874
2192,-249.82660368999257
2193,-261.2049724853257
2194,-256.61730932911354
2195,-260.4354101474424
2196,-260.7654983330922
2197,-395.7503350937283
2198,-258.8804172906227
2199,-371.3959820809554
2200,-129.14807362622506
2201,-133.0388446538587
2202,-125.10936460752741
2203,-130.16884999859207
2204,-376.06231515471904
2205,-380.67141981065043
2206,-402.0023227855676
2207,-261.82747848109767
2208,-254.36083712369833
2209,-132.8622220890299
2210,-502.5227458786895
2211,-138.87910184380812
2212,-483.619358916008
2213,-257.46186379379714
2214,-131.19553346802752
2215,-247.54905951486484
2216,-128.01827871147105
2217,-385.7515701867156
2218,-0.5926579219272279
2219,-128.60119524730882
2220,-270.01091536347565
2221,-270.907340873508
2222,-128.33050679536655
2223,-265.03197125705674
2224,-384.47254991268505
2225,-266.8983759503791
2226,-128.492491028369
2227,-259.59366384659745
2228,-131.28149188761103
2229,-380.3138067268709
2230,-129.84661049985837
2231,-0.5945962505604295
2232,-124.8229173539854
2233,-129.9467834400333
2234,-501.34443861397216
2235,-131.1682211382367
2236,-390.2406729600908
2237,-129.42898583224147
2238,-0.9804142373857884
2239,-405.9122312658305
2240,-376.7240505173061
2241,-454.4787250317105
2242,-257.62913547793545
2243,-126.6258125248398
2244,-130.88990439738973
2245,-251.09901389771588
2246,-374.68563629410596
2247,-129.0490398551737
2248,-128.04816548419305
2249,-124.5440998976344
2250,-262.9217546789556
2251,-0.7026105834854954
2252,-127.40750968092419
2253,-0.7903632939400359
2254,-1.3266884497590872
2255,-130.14722659966614
2256,-390.1657806006387
2257,-131.70945132157675
2258,-363.25572559311877
2259,-126.93974608759362
2260,-251.8324566337913
2261,-1.1025536123103066
2262,-257.18053377308183
2263,-0.7678426652478332
2264,-385.8635390954968
2265,-130.51114840167997
2266,-266.1264376035205
2267,-255.4956960917322
2268,-261.9371868122818
2269,-450.86626382196636
2270,-378.4507799440439
2271,-127.65937000677552
2272,-390.8740658553176
2273,-385.923414908062
2274,-131.01512227409617
2275,-253.50127788011858
2276,-128.7702182640739
2277,-252.90282871296844
2278,-265.5256365991226
2279,-127.55124785649758
2280,-131.4557224056086
2281,-263.8193762379328
2282,-123.56306304201742
2283,-126.87741617369956
2284,-132.01982637166856
2285,-127.77187394228322
2286,-431.1732333954056
2287,-126.08812750804734
2288,-1.0046493950797737
2289,-260.2038968079299
2290,-265.53606451331206
2291,-127.9083364694286
2292,-126.00770929131363
2293,-247.88560884258484
2294,-1.5177404278626128
2295,-503.009521253954
2296,-130.33254899398034
2297,-275.2583168256631
2298,-269.4979343799971
2299,-0.6290863214679575
2300,-129.10023316636958
2301,-265.01014360358965
2302,-131.2044124898815
2303,-436.6007768910937
2304,-0.49288631215871104
2305,-130.7841890102084
2306,-129.25096295636152
2307,-128.76855368003652
2308,-257.4472616976878
2309,-557.472975427543
2310,-132.1873261756493
2311,-132.01636734750642
2312,-130.433914891942
2313,-129.5500745728122
2314,-425.43601911479254
2315,-130.06707449970472
2316,-125.96018307303662
2317,-129.98683102475735
2318,-129.96906131174708
2319,-0.7987895995053238
2320,-128.10941603042622
2321,-129.70029134112258
2322,-127.72510114702493
2323,-260.80480204017624
2324,-255.78133272414794
2325,-128.86861042900668
2326,-259.0628180578514
2327,-131.5211880795317
2328,-127.01489644636393
2329,-268.22297362263544
2330,-1.0700288294349514
2331,-401.8359721848193
2332,-127.41353311151337
2333,-381.0725125794648
2334,-128.28731770461954
2335,-129.89302228107593
2336,-450.2074872425325
2337,-372.69260786270024
2338,-377.88377701505743
2339,-397.74213026916664
2340,-249.1525528242887
2341,-252.27528649472276
2342,-258.9774493470704
2343,-397.88274298730016
2344,-131.1859400730713
2345,-133.07702912355094
2346,-373.34688857634535
2347,-1.1640919214743366
2348,-1.0056935985349038
2349,-257.97057045649626
2350,-128.31146103746343
2351,-127.91066697716359
2352,-0.6261662940096518
2353,-263.3094637966255
2354,-372.63228281448227
2355,-128.66139150951744
2356,-475.51258042033703
2357,-130.02583182673249
2358,-1.7539524185757847
2359,-417.1279308109573
2360,-2.3086641084219925
2361,-256.5790486108098
2362,-260.54262432842467
2363,-129.05923994192676
2364,-128.6361130443634
2365,-255.83891540697815
2366,-130.535032535143
2367,-127.62532030834373
2368,-128.66939775221746
2369,-368.3831334289017
2370,-377.1625217240757
2371,-126.54574264974187
2372,-131.5844093667973
2373,-382.4730426395487
2374,-524.1716638876223
2375,-416.74329619507563
2376,-132.6236118943639
2377,-130.1969714185309
2378,-131.64657164272236
2379,-263.9306475659496
2380,-1.7284631591052761
2381,-260.4417872140175
2382,-132.29990234800783
2383,-370.1661136501855
2384,-2.015623488326018
2385,-128.06024322956964
2386,-256.7184164959049
2387,-129.00141744992308
2388,-1.4739794529805152
2389,-257.9966262903657
2390,-130.13768148965903
2391,-129.27679806392663
2392,-134.1196524019284
2393,-130.19317879725975
2394,-254.9275668642466
2395,-126.93985381429431
